"","spp","ncells","nrecords","span"
"4111","Heliotropium convolvulaceum",32,42,46196.2527232009
"4112","Ranunculus lobbii",59,101,46175.5424625445
"4113","Heuchera parvifolia",38,86,46131.7204391206
"4114","Chaenactis douglasii",635,877,46054.0144911185
"4115","Nama demissa",624,771,46020.7127489793
"4116","Astragalus clevelandii",49,68,46019.8283724665
"4117","Erythronium klamathense",8,14,45980.5761268005
"4118","Calochortus greenei",5,7,45973.8529041584
"4119","Pedicularis contorta",29,42,45945.8628019298
"4120","Galium argense",8,11,45923.5593352774
"4121","Listera cordata",23,27,45774.4644008142
"4122","Rubus spectabilis",154,227,45749.9182964618
"4123","Hackelia nervosa",85,108,45736.538753029
"4124","Mimulus clevelandii",77,156,45721.7670875989
"4125","Calochortus venustus",279,342,45648.4704569678
"4126","Astragalus layneae",229,386,45622.8932627963
"4127","Deinandra pentactis",41,72,45467.604616726
"4128","Veratrum viride",20,22,45466.6734482242
"4129","Hollisteria lanata",92,139,45461.9706885255
"4130","Galium muricatum",28,29,45439.6228812152
"4131","Garrya veatchii",366,665,45406.7935056074
"4132","Erigeron elmeri",50,67,45365.3609362653
"4133","Phacelia orogenes",34,57,45340.1882634016
"4134","Castilleja lineariloba",101,121,45322.4258880802
"4135","Psorothamnus spinosus",200,335,45315.833259753
"4136","Carex tahoensis",22,42,45312.5931111916
"4137","Caulanthus amplexicaulis",138,243,45298.4810070098
"4138","Ceanothus sanguineus",14,27,45283.6818602803
"4139","Lupinus longifolius",245,403,45215.036334745
"4140","Plagiobothrys greenei",129,158,45159.6993473383
"4141","Pilostyles thurberi",49,112,45087.6365503648
"4142","Chylismia brevipes",655,926,45067.7703935374
"4143","Arctostaphylos glandulosa",1420,4071,45027.1770942715
"4144","Potentilla pseudosericea",72,109,45017.3244275665
"4145","Abies procera",30,42,44923.9468576036
"4146","Tetradymia argyraea",48,94,44893.9112282951
"4147","Crataegus castlegarensis",12,30,44854.1140202771
"4148","Abies amabilis",12,20,44740.0038353338
"4149","Phacelia pulchella",19,25,44726.0047025967
"4150","Draba oligosperma",124,226,44661.6760069393
"4151","Eriogonum diclinum",28,42,44652.1282853381
"4152","Penstemon rydbergii",519,812,44651.0406874681
"4153","Phacelia viscida",227,308,44629.2949903651
"4154","Iris munzii",24,53,44582.4459653517
"4155","Eryngium mathiasiae",35,47,44499.6738300116
"4156","Olneya tesota",119,174,44495.2514953794
"4157","Boechera acutina",16,23,44492.5327324631
"4158","Navarretia paradoxiclara",6,6,44418.380422205
"4159","Asclepias subulata",166,229,44402.1733869766
"4160","Saxifragopsis fragarioides",48,62,44384.3187716267
"4161","Brodiaea filifolia",60,115,44373.2714640498
"4162","Chloropyron tecopense",16,69,44361.9458871183
"4163","Stenanthium occidentale",21,28,44359.5624628624
"4164","Phacelia parryi",291,415,44356.6405347703
"4165","Calochortus catalinae",300,467,44345.6532990289
"4166","Sphaeralcea coulteri",10,18,44228.8946546256
"4167","Boechera retrofracta",404,529,44199.4265580367
"4168","Stylocline citroleum",10,13,44163.2710789109
"4169","Malacothamnus jonesii",51,91,44146.1263913579
"4170","Moneses uniflora",6,7,44113.1652860624
"4171","Sedum oregonense",13,14,43989.032690035
"4172","Hydrophyllum fendleri",21,25,43988.2178140056
"4173","Chaenactis fremontii",779,1131,43972.613984489
"4174","Polemonium eximium",65,133,43909.4555122591
"4175","Deinandra halliana",25,45,43891.8446715331
"4176","Cryptantha mariposae",17,26,43863.0917593492
"4177","Monolopia stricta",103,163,43862.3649315365
"4178","Mimulus bigelovii",444,579,43860.9489597724
"4179","Brickellia frutescens",45,94,43819.0731731293
"4180","Allium serra",127,163,43802.7771281716
"4181","Veronica copelandii",29,49,43786.0927764124
"4182","Cryptantha nubigena",118,154,43784.232867336
"4183","Chaenactis santolinoides",194,304,43742.9936202312
"4184","Boechera serpenticola",2,2,43721.3284059726
"4185","Euphrosyne acerosa",22,49,43710.2208222162
"4186","Calochortus syntrophus",7,13,43678.8650743906
"4187","Nitrophila mohavensis",10,76,43647.8955588982
"4188","Delphinium umbraculorum",46,71,43627.0079064853
"4189","Ambrosia dumosa",873,1259,43599.5456188531
"4190","Trichostema lanatum",381,569,43487.5325428342
"4191","Trillium chloropetalum",78,118,43474.3216895734
"4192","Chorizanthe rigida",368,452,43408.0332620542
"4193","Langloisia setosissima",479,572,43361.7565715337
"4194","Ivesia sericoleuca",60,101,43352.3109825676
"4195","Brodiaea nana",57,69,43348.5455890932
"4196","Arctostaphylos morroensis",26,98,43311.0364369327
"4197","Galium bolanderi",431,593,43268.2875918921
"4198","Selaginella cinerascens",70,101,43259.5200920747
"4199","Phlox adsurgens",43,55,43222.7917644224
"4200","Potentilla multijuga",2,6,43212.8198107731
"4201","Delphinium polycladon",193,307,43209.7021077232
"4202","Eucephalus engelmannii",3,3,43202.5609768756
"4203","Chaenactis parishii",38,59,43195.4356684906
"4204","Ericameria cooperi",477,735,43175.650021285
"4205","Dithyrea californica",454,652,43127.6608280736
"4206","Malaxis monophyllos",6,15,43121.9594320187
"4207","Carex subnigricans",132,209,43028.9462783966
"4208","Chorizanthe procumbens",159,242,43023.1162985319
"4209","Peucephyllum schottii",351,539,43006.0737893939
"4210","Sequoia sempervirens",263,449,42998.041605873
"4211","Quercus sadleriana",153,292,42974.9743482113
"4212","Streptanthus barbatus",67,90,42972.7955501031
"4213","Harmonia stebbinsii",21,38,42968.8569338083
"4214","Trichostema laxum",153,209,42961.7291869374
"4215","Monardella mojavensis",19,33,42916.1299366744
"4216","Linanthus inyoensis",36,53,42884.9710037006
"4217","Horkelia tenuiloba",29,59,42862.625539386
"4218","Astragalus austiniae",6,28,42831.6520616332
"4219","Lobelia cardinalis",39,63,42780.5521528483
"4220","Phacelia hydrophylloides",183,227,42775.3003090831
"4221","Eriophyllum wallacei",768,993,42752.2690723899
"4222","Astragalus oxyphysus",130,194,42703.6542049956
"4223","Ceanothus parryi",163,278,42603.362084675
"4224","Arabis blepharophylla",76,184,42564.0979084378
"4225","Caulanthus pilosus",58,82,42555.0138339934
"4226","Carex mertensii",8,14,42518.4091113509
"4227","Anulocaulis annulatus",35,50,42486.1980772364
"4228","Bouteloua aristidoides",230,321,42452.930375308
"4229","Navarretia jepsonii",51,89,42451.4902188437
"4230","Phacelia umbrosa",4,4,42418.8609435031
"4231","Leptosiphon floribundus",143,238,42401.5348735165
"4232","Pentachaeta aurea",167,312,42398.2869919311
"4233","Delphinium inopinum",17,29,42326.2944688521
"4234","Brodiaea elegans",378,451,42321.7540823681
"4235","Pectocarya peninsularis",40,47,42305.9411618606
"4236","Carex californica",22,33,42294.3995451635
"4237","Malacothamnus abbottii",13,36,42289.8854507056
"4238","Navarretia mitracarpa",159,226,42257.3502082459
"4239","Allium haematochiton",252,396,42198.0583913801
"4240","Hesperocyparis pygmaea",59,119,42147.2044404058
"4241","Astragalus kentrophyta",100,177,42009.1932983002
"4242","Lilium kelleyanum",84,99,41989.132698154
"4243","Amphipappus fremontii",181,307,41938.779261717
"4244","Achlys triphylla",81,96,41886.9783650296
"4245","Lomatium canbyi",12,15,41881.9285610271
"4246","Collinsia linearis",68,87,41860.115084693
"4247","Cordylanthus tenuis",383,611,41840.5604383325
"4248","Plagiobothrys strictus",8,40,41798.8838692815
"4249","Sedum laxum",148,181,41773.3053874592
"4250","Psorothamnus schottii",259,385,41768.8011781918
"4251","Atrichoseris platyphylla",293,415,41718.5276881275
"4252","Lomatium engelmannii",28,52,41643.4105041843
"4253","Muhlenbergia fragilis",2,2,41638.0973791505
"4254","Camissonia sierrae",12,20,41565.9421507274
"4255","Draba corrugata",103,215,41543.548406248
"4256","Fritillaria recurva",152,194,41539.0758185663
"4257","Astragalus brauntonii",35,69,41519.7000342029
"4258","Castilleja pilosa",292,381,41492.3210195851
"4259","Amsinckia douglasiana",114,193,41466.3426238513
"4260","Koeberlinia spinosa",12,28,41457.8108594407
"4261","Cordylanthus pringlei",30,46,41454.4499771499
"4262","Eschscholzia lobbii",215,294,41445.1366730535
"4263","Eriogonum apiculatum",73,157,41369.3759640253
"4264","Oenothera longissima",6,9,41364.0813588122
"4265","Arctostaphylos pilosula",52,107,41305.5746539094
"4266","Blepharidachne kingii",25,39,41290.7817382688
"4267","Astrolepis cochisensis",40,70,41289.8632933695
"4268","Cylindropuntia ganderi",77,106,41254.4795427287
"4269","Carex obispoensis",26,62,41236.0954327162
"4270","Rafinesquia neomexicana",582,766,41222.1029495325
"4271","Erioneuron pilosum",26,41,41154.1609806581
"4272","Erigeron pygmaeus",204,306,41146.6144876557
"4273","Lomatium congdonii",11,29,41097.073280791
"4274","Dicentra nevadensis",25,47,41088.9433603047
"4275","Hulsea algida",154,268,41032.8313644465
"4276","Cirsium andrewsii",18,74,40885.5912694402
"4277","Microseris nutans",340,455,40839.9661690862
"4278","Chamerion latifolium",24,32,40787.3990911022
"4279","Quercus agrifolia",1067,1683,40761.3393783092
"4280","Ericameria palmeri",231,372,40754.253607438
"4281","Bebbia juncea",655,988,40690.9384015374
"4282","Trientalis europaea",5,6,40613.7323590583
"4283","Downingia laeta",17,26,40609.0847523854
"4284","Ivesia muirii",83,137,40598.4992325279
"4285","Ribes bracteosum",49,70,40510.5438084047
"4286","Tauschia arguta",371,497,40485.4043962431
"4287","Phacelia longipes",122,158,40377.9230778944
"4288","Hackelia bella",44,52,40321.1799474986
"4289","Phacelia coerulea",13,17,40281.9353428191
"4290","Keckiella ternata",323,523,40254.9264202577
"4291","Triphysaria floribunda",50,94,40154.5580203764
"4292","Draba pterosperma",17,41,40120.5096537532
"4293","Minuartia decumbens",3,9,40059.0205989409
"4294","Antennaria corymbosa",74,97,40034.2926284511
"4295","Astragalus pulsiferae",46,80,40016.7621658463
"4296","Penstemon neotericus",87,136,40000.2932255769
"4297","Hesperolinon breweri",32,55,39996.218058208
"4298","Salix nivalis",27,78,39995.6313902998
"4299","Collomia tracyi",125,173,39964.471258022
"4300","Draba subumbellata",21,31,39962.415530683
"4301","Bahiopsis reticulata",98,130,39872.9062898132
"4302","Chaenactis carphoclinia",667,976,39844.5434921753
"4303","Nemacladus longiflorus",164,248,39753.6236116625
"4304","Calystegia stebbinsii",23,36,39736.7487902352
"4305","Tetracoccus dioicus",53,111,39723.7039161906
"4306","Leptosiphon serrulatus",14,20,39682.0261159558
"4307","Eriodictyon angustifolium",22,43,39653.5541369424
"4308","Lomatium stebbinsii",6,16,39631.764330078
"4309","Hackelia cusickii",33,58,39506.7670078603
"4310","Lilium parryi",134,235,39479.2296012768
"4311","Rorippa columbiae",12,17,39413.6548252008
"4312","Primula subalpina",17,31,39397.5786429129
"4313","Toxicoscordion micranthum",143,177,39390.9185040798
"4314","Collinsia greenei",143,183,39309.8393751844
"4315","Bernardia incana",59,80,39298.9667791455
"4316","Ivesia kingii",16,33,39288.1958347977
"4317","Galium wrightii",10,17,39275.8156417667
"4318","Camissoniopsis lewisii",75,127,39267.9042815942
"4319","Erythronium oregonum",11,14,39200.8927430951
"4320","Draba howellii",51,71,39197.462354126
"4321","Mimulus whitneyi",85,129,39166.8044067688
"4322","Eucrypta micrantha",303,396,39152.3134872917
"4323","Asplenium vespertinum",87,141,39072.351363337
"4324","Arctostaphylos cruzensis",18,60,39026.860948052
"4325","Silene aperta",39,72,38928.2996331177
"4326","Erigeron algidus",180,237,38925.7264353961
"4327","Woodsia plummerae",11,15,38922.6824765826
"4328","Eriogonum trichopes",335,480,38886.5268570649
"4329","Chaenactis suffrutescens",49,76,38877.4633831133
"4330","Mimulus viscidus",53,77,38802.3975195753
"4331","Plagiobothrys uncinatus",21,49,38775.190367073
"4332","Ribes tularense",8,9,38766.7994362402
"4333","Linanthus jaegeri",8,10,38738.9186571501
"4334","Lathyrus delnorticus",46,72,38706.5910619017
"4335","Tetracoccus ilicifolius",9,45,38671.073154136
"4336","Aristida purpurea",594,970,38661.9526889425
"4337","Lupinus apertus",41,59,38606.2128670299
"4338","Mohavea breviflora",131,165,38572.7387261859
"4339","Monardella eremicola",11,39,38517.822829494
"4340","Anemone multifida",10,15,38494.3254458201
"4341","Agrostis hooveri",26,59,38362.8636882193
"4342","Chorizanthe biloba",47,69,38323.6762586262
"4343","Salvia vaseyi",78,152,38277.514374333
"4344","Clarkia breweri",46,84,38255.2879411163
"4345","Saxifraga hyperborea",5,6,38237.9921681154
"4346","Packera ganderi",18,37,38217.4863248534
"4347","Astragalus breweri",77,146,38181.81790567
"4348","Salvia mohavensis",179,293,38154.1241487554
"4349","Eriogonum heracleoides",21,39,38140.8615308835
"4350","Eriogonum elongatum",435,605,38131.3970918861
"4351","Caulanthus cooperi",341,434,38080.7145146734
"4352","Dodecahema leptoceras",52,75,38017.1476516705
"4353","Lasthenia leptalea",29,74,37959.6672516205
"4354","Chylismia heterochroma",14,21,37910.5306915066
"4355","Erigeron maniopotamicus",9,13,37819.4677185723
"4356","Montia howellii",12,20,37807.8805646651
"4357","Picea breweriana",110,173,37796.9559691121
"4358","Pholisma sonorae",40,55,37771.3796818619
"4359","Datura discolor",83,107,37621.111927469
"4360","Pogogyne floribunda",25,41,37591.694683209
"4361","Galium proliferum",19,26,37584.2767515292
"4362","Osmadenia tenella",288,446,37578.4492215872
"4363","Ageratina herbacea",19,34,37343.4435938428
"4364","Salvia mellifera",1041,1523,37332.0044976845
"4365","Dirca occidentalis",72,237,37265.5282039525
"4366","Tonestus eximius",25,40,37245.2440545364
"4367","Castilleja nana",273,382,37189.6231226197
"4368","Polygonum marinense",12,22,37186.4115722024
"4369","Horkelia clevelandii",78,141,37185.1009686299
"4370","Ceanothus otayensis",26,136,37182.8745012332
"4371","Trisetum projectum",115,142,37175.3170731925
"4372","Grindelia hallii",43,60,37119.0293575795
"4373","Carex specifica",126,174,37044.7170858222
"4374","Layia septentrionalis",59,113,37038.5663911874
"4375","Eriastrum brandegeeae",18,38,37026.9427214504
"4376","Thermopsis macrophylla",11,26,37007.8255065233
"4377","Ditaxis neomexicana",281,344,36992.8999657151
"4378","Angelica callii",15,36,36986.9447444267
"4379","Balsamorhiza serrata",8,9,36908.6096790936
"4380","Gilia stellata",595,786,36867.7223123647
"4381","Layia pentachaeta",170,275,36847.25863573
"4382","Allium tolmiei",18,20,36812.4884605451
"4383","Agave utahensis",54,82,36806.0509277322
"4384","Allium abramsii",23,26,36796.7886415141
"4385","Asclepias solanoana",67,86,36749.8889014908
"4386","Antennaria racemosa",24,26,36720.6955760089
"4387","Iris purdyi",26,30,36709.8343419518
"4388","Baileya pauciradiata",237,358,36697.1231527328
"4389","Parnassia parviflora",4,4,36593.5633725604
"4390","Collomia rawsoniana",19,36,36552.0635508729
"4391","Angelica breweri",88,125,36426.1314584412
"4392","Eriogonum prociduum",15,23,36421.1923000594
"4393","Mirabilis alipes",18,24,36377.8215486471
"4394","Boechera rigidissima",6,12,36336.3078706322
"4395","Gilia cana",446,656,36242.4760751661
"4396","Phacelia gymnoclada",4,4,36209.0349453209
"4397","Pseudotsuga macrocarpa",189,311,36180.6771647612
"4398","Calycadenia oppositifolia",61,129,36170.5566149751
"4399","Mimulus nudatus",51,83,36168.1616321205
"4400","Ribes sericeum",31,50,36143.7648190239
"4401","Oreonana purpurascens",23,50,36129.2187153662
"4402","Coryphantha vivipara",9,10,36094.8729907172
"4403","Frasera tubulosa",37,46,35997.8681847898
"4404","Amsinckia grandiflora",15,53,35952.271485122
"4405","Camissoniopsis confusa",167,205,35868.1671307436
"4406","Limnanthes vinculans",19,40,35862.1342327577
"4407","Eriogonum crocatum",13,15,35825.9544604979
"4408","Antennaria luzuloides",75,109,35816.66884034
"4409","Trifolium bolanderi",9,36,35737.684111809
"4410","Anemone deltoidea",117,151,35715.1018177747
"4411","Eriophyllum nubigenum",7,16,35642.4705509988
"4412","Phacelia adenophora",38,53,35614.7583249723
"4413","Penstemon sudans",39,62,35596.1240918238
"4414","Nestotus stenophyllus",24,29,35534.5368791987
"4415","Trifolium amoenum",23,30,35493.4905834127
"4416","Pellaea bridgesii",170,242,35452.0044235253
"4417","Campanula exigua",36,69,35450.2717216087
"4418","Calyptridium roseum",24,38,35415.5607614462
"4419","Frasera parryi",132,196,35302.0714500399
"4420","Rorippa sphaerocarpa",23,28,35291.9139839037
"4421","Pseudobahia peirsonii",38,78,35253.902765
"4422","Lupinus antoninus",7,18,35174.641427343
"4423","Carex proposita",49,75,35167.659561944
"4424","Ceanothus confusus",38,92,35068.3151184728
"4425","Astragalus johannis-howellii",27,43,35042.9132509885
"4426","Astragalus californicus",15,25,35014.542337974
"4427","Saltugilia caruifolia",95,139,34986.4797690647
"4428","Caulanthus hallii",52,62,34923.6306660491
"4429","Fritillaria purdyi",87,134,34791.8617057519
"4430","Pyrrocoma lucida",21,35,34750.217777615
"4431","Erigeron elegantulus",25,35,34693.4945677117
"4432","Malacothamnus palmeri",74,167,34498.7092662606
"4433","Downingia ornatissima",168,255,34440.6660716585
"4434","Allium marvinii",37,41,34426.0907769938
"4435","Eriogonum esmeraldense",39,54,34268.1254148661
"4436","Pinus edulis",23,38,34255.9142902362
"4437","Juglans californica",316,571,34239.5628902148
"4438","Chamaecyparis lawsoniana",165,250,34134.1921116518
"4439","Plagiobothrys lithocaryus",3,4,34123.3228924424
"4440","Arctostaphylos glauca",928,2072,34098.4411034054
"4441","Phyllodoce empetriformis",81,144,34074.1631034425
"4442","Stachys stebbinsii",38,44,34061.3962919115
"4443","Petradoria pumila",27,53,34054.5729170384
"4444","Acmispon haydonii",40,57,34028.0162394992
"4445","Arctostaphylos tomentosa",214,587,33978.4632814743
"4446","Salix orestera",351,754,33917.3931253728
"4447","Eriodictyon crassifolium",630,1003,33888.9011531361
"4448","Eriogonum vestitum",40,75,33865.5860974779
"4449","Juglans hindsii",71,109,33782.150699894
"4450","Penstemon papillatus",25,43,33776.3673888454
"4451","Ribes lobbii",185,279,33733.4307637255
"4452","Dudleya viscida",23,46,33725.8569832825
"4453","Calochortus vestae",36,40,33674.2402121602
"4454","Galium johnstonii",81,136,33632.3509021269
"4455","Erigeron argentatus",22,32,33625.1445003252
"4456","Streptanthus farnsworthianus",27,53,33604.0480778934
"4457","Penstemon patens",56,86,33603.0915933773
"4458","Asclepias asperula",40,70,33552.9372715417
"4459","Asclepias albicans",123,194,33549.0343213651
"4460","Cylindropuntia wolfii",28,60,33548.8118528988
"4461","Delphinium bakeri",7,18,33523.8018615486
"4462","Penstemon scapoides",48,125,33513.9889681212
"4463","Chrysothamnus depressus",38,61,33456.7479925078
"4464","Symphyotrichum defoliatum",89,157,33447.0397817652
"4465","Cryptantha crinita",39,58,33353.9574021817
"4466","Monardella australis",124,242,33320.724684451
"4467","Dichelostemma ida-maia",104,115,33288.041617962
"4468","Mirabilis tenuiloba",52,89,33259.49410879
"4469","Penstemon thompsoniae",12,40,33248.6196430302
"4470","Xylorhiza cognata",45,133,33199.4353550506
"4471","Draba saxosa",12,38,33186.7419537441
"4472","Brandegea bigelovii",219,344,33142.2404503985
"4473","Mimulus gracilipes",10,15,33124.9058565669
"4474","Calyptridium pulchellum",4,4,33081.4222676579
"4475","Chlorogalum parviflorum",90,119,33058.0166263016
"4476","Deinandra minthornii",28,80,33039.7001403014
"4477","Marina parryi",257,433,32968.4605182291
"4478","Ceanothus masonii",13,42,32878.3427164152
"4479","Phacelia breweri",88,146,32845.4519996958
"4480","Astragalus panamintensis",18,27,32795.4547955898
"4481","Gentianopsis holopetala",133,165,32781.0032970997
"4482","Eriogonum ochrocephalum",3,4,32775.2097544084
"4483","Wyethia longicaulis",34,55,32715.3432823954
"4484","Heuchera merriamii",66,94,32707.5649045279
"4485","Juncus textilis",140,205,32659.4461943668
"4486","Lepechinia rossii",14,31,32657.8448407474
"4487","Paronychia ahartii",35,54,32624.962067769
"4488","Clarkia rostrata",11,36,32586.341974679
"4489","Arctostaphylos viscida",928,1695,32584.3214945195
"4490","Eriogonum deserticola",81,158,32503.3279434473
"4491","Penstemon anguineus",141,192,32502.1584061389
"4492","Abutilon parvulum",11,19,32456.0993161819
"4493","Xanthisma junceum",64,92,32389.1775814247
"4494","Jepsonia heterandra",28,51,32346.6238180253
"4495","Arctostaphylos hooveri",66,151,32327.354316006
"4496","Lupinus saxosus",22,24,32279.9802924666
"4497","Carex serpenticola",22,34,32266.3915228585
"4498","Packera macounii",52,69,32149.1846079192
"4499","Eryngium pinnatisectum",15,28,32147.5097391604
"4500","Calamagrostis muiriana",107,177,32138.5701247795
"4501","Polygonum bidwelliae",77,125,32028.3518050109
"4502","Camissoniopsis bistorta",672,963,32026.5089581556
"4503","Horkelia truncata",42,75,32005.7317346647
"4504","Erigeron multiceps",5,13,31943.9591094974
"4505","Gilia diegensis",159,213,31936.1992076763
"4506","Chorizanthe obovata",66,113,31852.8266728528
"4507","Eryngium racemosum",16,31,31788.9062262444
"4508","Angelica lineariloba",92,140,31778.3401318242
"4509","Caulanthus californicus",45,90,31600.103254127
"4510","Erigeron concinnus",99,128,31568.1557078519
"4511","Ceanothus divergens",35,101,31514.8197320818
"4512","Enneapogon desvauxii",55,81,31438.5507715704
"4513","Chorizanthe parryi",205,384,31381.2256721137
"4514","Asclepias nyctaginifolia",20,28,31365.4598554694
"4515","Eriogonum incanum",344,582,31355.3826630329
"4516","Mimulus dentatus",17,19,31339.6143402922
"4517","Arctostaphylos rudis",79,231,31328.7873351469
"4518","Silene serpentinicola",25,30,31312.1378147458
"4519","Rumex venosus",9,11,31294.5047741921
"4520","Sedum albomarginatum",8,12,31229.123517299
"4521","Nemophila breviflora",13,21,31139.3893651433
"4522","Horkeliella purpurascens",49,92,31122.2423681816
"4523","Carex arcta",13,28,31098.7515221141
"4524","Stachys pilosa",17,19,31093.2652886064
"4525","Muhlenbergia arsenei",7,12,31031.9922558846
"4526","Callitropsis nootkatensis",17,31,30933.8980678311
"4527","Balsamorhiza hirsuta",4,4,30919.3919243178
"4528","Lupinus citrinus",20,29,30863.7348519475
"4529","Stipa kingii",101,172,30809.0724129877
"4530","Valeriana pubicarpa",5,5,30798.1211091965
"4531","Leptosiphon rattanii",40,63,30790.1015842845
"4532","Vancouveria chrysantha",31,46,30700.6373274967
"4533","Erigeron cervinus",53,78,30645.096860254
"4534","Leptosiphon montanus",141,174,30495.8906786569
"4535","Leptosiphon ambiguus",107,210,30449.5699486943
"4536","Carlowrightia arizonica",4,5,30371.7276142192
"4537","Condalia globosa",51,77,30358.0059306541
"4538","Helianthella castanea",34,57,30336.0182361544
"4539","Canbya candida",115,179,30287.2463362981
"4540","Mimulus pictus",41,59,30271.8894224982
"4541","Clarkia australis",20,33,30182.3312912662
"4542","Chorizanthe douglasii",127,192,30162.0065772742
"4543","Wyethia invenusta",27,44,30159.4353606576
"4544","Piperia yadonii",21,30,30112.0848891147
"4545","Chenopodium littoreum",19,31,30047.5235873089
"4546","Paeonia californica",493,668,30038.8287551553
"4547","Delphinium hutchinsoniae",20,48,29993.0053195467
"4548","Yucca baccata",64,93,29990.3584818776
"4549","Hesperolinon adenophyllum",60,128,29911.1935899249
"4550","Arctostaphylos columbiana",290,753,29887.1579153074
"4551","Calochortus monophyllus",160,214,29811.7376023145
"4552","Eryngium constancei",10,26,29763.4853261814
"4553","Coryphantha chlorantha",20,23,29754.3225380782
"4554","Acanthomintha lanceolata",103,182,29649.1742637869
"4555","Calycadenia pauciflora",89,154,29622.4115437374
"4556","Hosackia yollabolliensis",8,19,29559.7022434058
"4557","Oreonana clementis",56,73,29524.6856886789
"4558","Hymenothrix wrightii",24,32,29441.21900794
"4559","Ivesia campestris",71,130,29434.5704488621
"4560","Monardella leucocephala",8,36,29431.7109346958
"4561","Phacelia crenulata",898,1161,29384.3375422098
"4562","Lupinus sericatus",32,57,29268.6019449824
"4563","Minuartia rosei",42,74,29243.0151463711
"4564","Ambrosia pumila",40,75,29231.5586635137
"4565","Ribes laxiflorum",16,34,29174.9375145436
"4566","Mimulus constrictus",112,135,29167.8009030125
"4567","Ericameria parishii",255,419,29153.0632449944
"4568","Brodiaea insignis",12,14,29138.6474169189
"4569","Penstemon purpusii",58,81,29101.5301079134
"4570","Tetradymia tetrameres",8,9,29083.3222214866
"4571","Jepsonia parryi",112,153,28982.5612775458
"4572","Mentzelia hirsutissima",18,19,28926.5556039917
"4573","Linanthus californicus",423,623,28793.1037080764
"4574","Cryptantha incana",40,54,28787.8062946405
"4575","Eriogonum rupinum",15,21,28783.1836698283
"4576","Penstemon californicus",18,37,28776.3879899154
"4577","Cryptantha excavata",5,11,28769.3001104537
"4578","Lomatium rigidum",47,82,28749.0631867895
"4579","Castilleja praeterita",41,79,28700.141343006
"4580","Cylindropuntia munzii",14,24,28629.5718942542
"4581","Gentiana plurisetosa",26,42,28620.0073909184
"4582","Arctostaphylos stanfordiana",261,576,28572.1009662057
"4583","Nothochelone nemorosa",61,75,28537.3729121211
"4584","Astragalus sepultipes",14,36,28505.8862487442
"4585","Quercus cornelius-mulleri",232,380,28471.0709688038
"4586","Mentzelia inyoensis",3,6,28401.8308511629
"4587","Hesperolinon didymocarpum",8,17,28295.5689432701
"4588","Cusickiella quadricostata",24,52,28256.0777839314
"4589","Hibiscus denudatus",212,299,28239.7325196475
"4590","Ceanothus ferrisiae",16,65,28160.3086033069
"4591","Ribes marshallii",42,73,28118.6090319061
"4592","Astragalus oocarpus",52,100,28094.2070588442
"4593","Jensia rammii",67,129,28090.8120335616
"4594","Blepharizonia plumosa",36,57,28052.1329725642
"4595","Eriogonum breedlovei",27,72,27969.8480013981
"4596","Eriogonum hoffmannii",30,65,27966.6253408055
"4597","Iris thompsonii",13,19,27723.2793533242
"4598","Ranunculus gormanii",7,9,27645.3027473775
"4599","Eriogonum eastwoodianum",14,43,27613.7445077086
"4600","Clarkia mildrediae",102,159,27583.6892380478
"4601","Frasera puberulenta",62,84,27564.180845179
"4602","Arctostaphylos pajaroensis",55,168,27525.3842747168
"4603","Erigeron blochmaniae",30,71,27509.4045448023
"4604","Eriogonum compositum",155,203,27492.0953923028
"4605","Eriogonum dasyanthemum",105,160,27470.5039349664
"4606","Calochortus westonii",10,19,27410.303774143
"4607","Penstemon tracyi",6,13,27375.795974604
"4608","Scheuchzeria palustris",6,8,27361.4815084778
"4609","Arnica cernua",43,53,27316.0218747292
"4610","Dudleya candelabrum",21,43,27268.1689323683
"4611","Draba cruciata",24,48,27251.0125360142
"4612","Eriogonum butterworthianum",11,20,27237.3761445202
"4613","Cneoridium dumosum",156,293,27216.051740366
"4614","Streptanthus brachiatus",14,35,27200.6186574228
"4615","Monardella follettii",23,32,27199.2358155844
"4616","Arctostaphylos luciana",16,37,27188.940689906
"4617","Cercocarpus minutiflorus",175,264,27175.3422056914
"4618","Lemna aequinoctialis",4,4,27104.4067926494
"4619","Salvia munzii",29,63,27089.974335148
"4620","Campanula californica",59,78,27073.328594217
"4621","Ivesia unguiculata",31,61,27021.2641543973
"4622","Eschscholzia lemmonii",106,169,27003.3940277591
"4623","Deinandra pallida",121,197,26952.3057724242
"4624","Phacelia marcescens",21,32,26925.2690339421
"4625","Phlox hirsuta",12,18,26712.9028206792
"4626","Erythronium purpurascens",60,79,26669.6806561515
"4627","Eriogonum temblorense",21,64,26661.079278029
"4628","Hilaria rigida",586,759,26620.9872671114
"4629","Thymophylla pentachaeta",82,112,26607.0986250777
"4630","Trichophorum clementis",93,154,26603.7460039312
"4631","Horkelia sericata",52,117,26598.3905235841
"4632","Trifolium buckwestiorum",4,4,26555.1486874662
"4633","Erigeron utahensis",11,12,26490.4203546147
"4634","Menziesia ferruginea",31,40,26431.0737212213
"4635","Condea emoryi",525,954,26410.4703361376
"4636","Antirrhinum subcordatum",43,67,26333.7096309557
"4637","Quercus cedrosensis",10,27,26328.7027081314
"4638","Peritoma lutea",41,65,26295.8507891845
"4639","Camissoniopsis luciae",5,7,26197.3470024649
